species,year
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2015
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2014
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2013
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
Callinectes sapidus,2012
